Var1 Var2 Var3 Var4 Var5
3 0 0.00981822 0.0113852 0.0133838
3.25 0 0.0185073 0.021873 0.0253298
3.5 0 0.0334074 0.042319 0.0481713828454721
3.75 0 0.0583882 0.0813754 0.0924452
4 0 0.0981544 0.153718742958203 0.176123
4.25 0 0.158746 0.281612 0.33801
4.5 0 0.248647 0.495007 0.62513
4.75 0 0.379925 0.831375 1.10136
5 0 0.570454 1.3401 1.83679803809732
5.25 0 0.959076 2.37073 3.36011
5.5 0 1.31595 3.37693 4.88577
5.75 0 1.50749 3.98113 5.84959
6 0 1.53852 4.15799 6.18532
6.25 0 1.51992 4.18816 6.29584
6.5 0 1.55553 4.35997 6.61604
6.75 0 1.68541 4.7963 7.34275
7 0 1.878 5.42066 8.3689
7.25 0 2.05456 6.0094 9.35507
7.5 0 2.14543 6.35356 9.97189
7.75 0 2.16445 6.48606 10.2613
3 2 0.00964286 0.0111835 0.0131489
3.25 2 0.0181878 0.0214983 0.024901
3.5 2 0.0328473 0.0416152 0.04766
3.75 2 0.0573865 0.0799911 0.0908954
4 2 0.0964391 0.151081 0.173112
4.25 2 0.155879 0.276562 0.332028
4.5 2 0.244094 0.486004 0.613901
4.75 2 0.3733 0.816952 1.08249
5 2 0.560864 1.31765 1.81597
5.25 2 0.945974 2.33842 3.31511
5.5 2 1.30754 3.3553 4.85566
5.75 2 1.52917 4.03811 5.93464
6 2 1.61059 4.35234 6.47565
6.25 2 1.64563 4.53415 6.81698
6.5 2 1.71392 4.80317 7.28945
6.75 2 1.83593 5.22442 7.99895
7 2 1.99231 5.7505 8.87886
7.25 2 2.12759 6.22296 9.68828
7.5 2 2.19043 6.48687 10.182
7.75 2 2.19904 6.58988 10.4262
3 5 0.00881041 0.0102254 0.012033
3.25 5 0.0165865 0.0196207 0.0227498
3.5 5 0.0298886 0.0378932 0.043448
3.75 5 0.0521848 0.0727922 0.0828177
4 5 0.0877105 0.137502 0.157743
4.25 5 0.142051 0.252193 0.303129
4.5 5 0.223382 0.445016 0.559373303196282
4.75 5 0.342079 0.748976 0.987517713311402
5 5 0.51423 1.2085 1.66729
5.25 5 0.857557 2.12026 3.00927
5.5 5 1.20219 3.08481 4.46941
5.75 5 1.4579 3.8488 5.6357528217522
6 5 1.6163 4.36595 6.50171
6.25 5 1.71161 4.71402 7.09256
6.5 5 1.79444 5.0272 7.63402
6.75 5 1.89495 5.39124 8.25857
7 5 2.01479 5.81483 8.98227
7.25 5 2.11803 6.19492 9.64846
7.5 5 2.17444 6.43979 10.1118
7.75 5 2.18587 6.55099 10.3682
3 10 0.00672887 0.00782671 0.00923593
3.25 10 0.012559 0.0148832 0.0173125
3.5 10 0.0224149 0.0284763 0.0327647
3.75 10 0.0391492 0.0547234 0.0624889
4 10 0.0659333 0.103574 0.119241
4.25 10 0.107484 0.191187 0.230599
4.5 10 0.170374 0.339989 0.431405
4.75 10 0.261998 0.57444 0.764465
5 10 0.394419 0.927897 1.28417
5.25 10 0.633309 1.56679 2.2152409849061
5.5 10 0.869896 2.23223 3.2446
5.75 10 1.07021 2.82375 4.16682
6 10 1.24014 3.34678 4.99702
6.25 10 1.39434 3.83644 5.78515
6.5 10 1.5319 4.28805 6.47104147165933
6.75 10 1.66196 4.72579 7.25094
7 10 1.79439 5.17724 8.00934
7.25 10 1.91948 5.61404 8.75573
7.5 10 2.00684 5.94448 9.34563
