Var1 Var2 Var3 Var4 Var5
3 9.3 0.0206410590576607 0.0535503 0.228513
3.25 9.3 0.0314068 0.081683 0.313044
3.5 9.3 0.0456138 0.126732 0.429619
3.75 9.3 0.0656004 0.193172 0.589074
4 9.3 0.0935147 0.289802 0.805579
4.25 9.3 0.132579 0.430686669592928 1.09962
4.5 9.3 0.187034 0.631368 1.49518
4.75 9.3 0.262007 0.917533 2.01571
5 9.1 0.350378 1.26946 2.66391
5.25 7.2 0.40447 1.51323 3.73306
5.5 5.6 0.4368 1.68484 4.58522
5.75 4.2 0.509778 2.02934 5.00446
6 2.9 0.587927 2.40886 4.92526
6.25 1.9 0.670578987350904 2.42793 4.70359
6.5 1.1 0.765031474150651 2.44642 4.66381
6.75 0.6 0.871789676476609 2.62494 4.96056
7 0.2 0.997386 2.95849134879407 5.66674
7.25 0 1.07062 3.23380216640907 6.20961
7.5 0 1.09962 3.36692 6.35860545899721
7.75 0 1.09252 3.38529 6.41702
3 9.5 0.020442 0.0531014 0.223147
3.25 9.5 0.0311819 0.0810766 0.305649
3.5 9.5 0.0452764 0.125762 0.419497
3.75 9.5 0.0651127 0.191684 0.575366
4 9.5 0.0928213 0.287573 0.787187
4.25 9.5 0.131658 0.42673 1.07559
4.5 9.5 0.185812 0.627045 1.46414
4.75 9.5 0.260382 0.908654819939381 1.97632
5 9.3 0.348614 1.26206 2.61505
5.25 7.5 0.409258 1.53043 3.69228
5.5 5.9 0.450026 1.73502 4.5797
5.75 4.6 0.537004 2.13653 5.11669
6 3.6 0.637146 2.609 5.2279
6.25 2.8 0.747600365188265 2.67964 5.18627
6.5 2.3 0.86758358930864 2.76265 5.26268
6.75 2.1 0.987836269268197 2.93765 5.54867
7 2 1.08562 3.22050736616058 6.1688
7.25 2 1.13769 3.43664865847223 6.59729
7.5 2 1.15071 3.52349 6.72853
7.75 2 1.13584 3.51971 6.58888273984479
3 10.5 0.019481 0.050305 0.197713
3.25 10.5 0.0297310002072158 0.0772798 0.270908
3.5 10.5 0.043186716716258 0.119878 0.372353
3.75 10.5 0.062117523919881 0.18263 0.511244
4 10.5 0.0885674 0.274008 0.700854
4.25 10.5 0.125677 0.39411822285105 0.960301
4.5 10.5 0.177463 0.581131499085036 1.31187
4.75 10.5 0.249376 0.840513972988693 1.78285
5 10.3 0.335649 1.15053 2.37254
5.25 8.8 0.406569 1.51702 3.33101
5.5 7.5 0.472759 1.81836 4.24063
5.75 6.5 0.585663 2.32378 4.95009
6 5.8 0.710355 2.73681 5.34895
6.25 5.4 0.837991961882136 2.87583 5.54012
6.5 5.1 0.954586822745546 2.98172 5.65886
6.75 5 1.05826667483649 3.14836 5.93181
7 5 1.13394 3.36562199188944 6.44744
7.25 5 1.16979 3.53447898994623 6.78289
7.5 5 1.17873 3.61015 6.81343855227211
7.75 5 1.16199 3.60177 6.82394
3 13.6 0.0160166 0.0405487 0.138917
3.25 13.6 0.0245926626082404 0.0636685 0.190886
3.5 13.6 0.035763696270864 0.0977329 0.263563
3.75 13.6 0.0503543015202149 0.144967 0.362722
4 13.6 0.0732002818791135 0.208181079541945 0.499304
4.25 13.6 0.103918653226231 0.303534170236594 0.687786
4.5 13.6 0.144521089498912 0.436742024129957 0.947238
4.75 13.6 0.208104025519719 0.625858904861467 1.30776
5 13.5 0.278603653987117 0.865711 1.76084
5.25 12.3 0.353694613232271 1.19942 2.40116
5.5 11.4 0.424624 1.5344 3.0296
5.75 10.8 0.528964640936976 1.85598 3.61761
6 10.4 0.634546322449276 2.14433 4.12817
6.25 10.2 0.762574155976974 2.39707 4.55685
6.5 10.1 0.876479318868282 2.61858 4.91382
6.75 10 0.980722903699262 2.88827103321933 5.46086
7 10 1.05023 3.12172105901222 5.97916
7.25 10 1.10228 3.33008700329663 6.38592
7.5 10 1.12982 3.46322 6.59906
7.75 10 1.13004 3.50592 6.63276
3 22.1 0.00916 0.0203956 0.0644408
3.25 22.1 0.0141828399820324 0.0309262 0.0877386
3.5 22.1 0.0204525815177168 0.0463892 0.120808
3.75 22.1 0.0294558138395023 0.0692032 0.167745
4 22.1 0.0422024727034983 0.102346814048814 0.233486
4.25 22.1 0.0586736173412909 0.149610519117842 0.325156
4.5 22.1 0.0856002131271702 0.217851328144432 0.454306
4.75 22.1 0.122070145364846 0.31684 0.640022
5 22 0.167742577378864 0.443690100624158 0.875701
5.25 21.3 0.213144486112449 0.593724 1.14754
5.5 20.8 0.260608182527629 0.75241 1.43265
5.75 20.4 0.326238880878979 0.937587 1.7627
6 20.2 0.402458039605629 1.14545 2.14189
6.25 20.1 0.486183008483412 1.40804 2.61181
6.5 20 0.577603 1.65213505416986 3.12827
6.75 20 0.65862 1.92686327361834 3.67097
7 20 0.742329 2.21429579093383 4.22639
7.25 20 0.824663 2.50038242508972 4.7622
7.5 20 0.891479 2.74054 5.19216
7.75 20 0.938952 2.9223 5.50121
3 31.4 0.00532167 0.0114981783699644 0.0379351
3.25 31.4 0.00837285174818047 0.0178628451013584 0.0512517
3.5 31.4 0.012018853338664 0.025552871711707 0.0698972
3.75 31.4 0.0174006376876294 0.0375715 0.0972411
4 31.4 0.0250814827519895 0.0558452023132563 0.135965
4.25 31.4 0.0357398583682069 0.0818893 0.189412
4.5 31.4 0.0509990003865617 0.120817 0.265976
4.75 31.4 0.0734077 0.183725 0.378407
5 31.3 0.101874 0.257897860523634 0.522737
5.25 30.9 0.131371221979924 0.352118177354668 0.673154
5.5 30.5 0.163289714586474 0.453147 0.838485
5.75 30.3 0.205132684119157 0.564283870061837 1.05944
6 30.1 0.254703 0.713193607039195 1.32867
6.25 30.1 0.307786 0.867787602781986 1.64445
6.5 30 0.368296 1.06106215489462 2.01367
6.75 30 0.436456 1.28295165388218 2.4358
7 30 0.512058 1.53282217186627 2.9065
7.25 30 0.592642 1.80293639222192 3.4077
7.5 30 0.670562 2.06591 3.88537
7.75 30 0.736924 2.30325 4.30711
3 41.1 0.00335443 0.00726247807582098 0.0214564
