Var1 Var2 Var3 Var4 Var5
3 9.3 0.0124192 0.0200722 0.0279231
3.25 9.3 0.0235881 0.0376898 0.0518891
3.5 9.3 0.0448408526485959 0.0712165 0.0969116
3.75 9.3 0.083438422018517 0.132406 0.178685
4 9.3 0.15092956827978 0.23843 0.328596
4.25 9.3 0.221407981190703 0.412947 0.597699
4.5 9.3 0.363637 0.694592 1.03852
4.75 9.3 0.496099219625555 1.1076 1.72009
5 9.1 0.728765161556353 1.71218 2.736
5.25 7.2 1.27459 2.82016 4.66338
5.5 5.6 1.50776895005522 3.73867892672238 6.28592
5.75 4.2 1.82805 4.26146 7.23009
6 2.9 1.83549 4.41271 7.46741
6.25 1.9 1.79057 4.94268 7.46216
6.5 1.1 1.83365 5.12064 7.71358
6.75 0.6 1.97236 5.58247 8.60194
7 0.2 2.18243 6.24289 9.70247
7.25 0 2.37313 6.85383 10.7439
7.5 0 2.46484 7.18237 11.3558
7.75 0 2.47394 7.26821 11.5911
3 9.5 0.0123618 0.0197038 0.0274133
3.25 9.5 0.0234871 0.0370233 0.0509681
3.5 9.5 0.0446498652453453 0.0699725 0.0952144
3.75 9.5 0.0835597795120313 0.13007 0.175529
4 9.5 0.150111118528353 0.234199 0.322754
4.25 9.5 0.236818 0.405453 0.58684
4.5 9.5 0.356935 0.682078 1.01945
4.75 9.5 0.530277 1.08885 1.69035
5 9.3 0.77922 1.6843 2.6905
5.25 7.5 1.25866 2.78493 4.60463
5.5 5.9 1.63805 3.72493381282912 6.25862
5.75 4.6 1.86018 4.33587 7.35518
6 3.6 1.93134 4.64468 7.85518
6.25 2.8 1.95146 5.38499 8.13079
6.5 2.3 2.03898 5.7022 8.57306216949432
6.75 2.1 2.17021 6.14132 9.46422
7 2 2.33994 6.69253 10.4024
7.25 2 2.48394 7.17311 11.2456
7.5 2 2.54222 7.40725 11.7124
7.75 2 2.53747 7.45448 11.8891
3 10.5 0.0119688 0.0179521 0.0249877
3.25 10.5 0.0226827 0.0337029 0.0463803
3.5 10.5 0.042992676341034 0.0635625 0.086474
3.75 10.5 0.0793289947912609 0.118094 0.159347
4 10.5 0.139596 0.212316271510562 0.293107
4.25 10.5 0.215438 0.373956 0.534118
4.5 10.5 0.32608 0.624418 0.931664
4.75 10.5 0.485621 0.999063 1.54827
5 10.3 0.714694 1.56804 2.46763
5.25 8.8 1.14373 2.56508 4.18253
5.5 7.5 1.39241437117526 3.44829 5.78272
5.75 6.5 1.7884 4.21789 7.06304
6 5.8 1.95814 4.8945 7.95431
6.25 5.4 2.0549 5.66132 8.55245
6.5 5.1 2.16351 6.04272 9.1194292829017
6.75 5 2.26965 6.41648 9.89467
7 5 2.39827 6.85445 10.6601
7.25 5 2.50564 7.23197 11.3271037553796
7.5 5 2.55603 7.44473 11.777
7.75 5 2.55228 7.49592 11.9604
3 13.6 0.0102792 0.0140498 0.0189402
3.25 13.6 0.0192881 0.0264557652032127 0.0348788
3.5 13.6 0.035545 0.0484228 0.0644981
3.75 13.6 0.0655329 0.0908915814890503 0.118927
4 13.6 0.104268 0.166682 0.219353
4.25 13.6 0.162063 0.2981 0.402442
4.5 13.6 0.247507 0.505373 0.708031
4.75 13.6 0.370794 0.823788 1.18304
5 13.5 0.547665 1.3253 1.89116
5.25 12.3 0.846033 2.01107 3.09147
5.5 11.4 1.1013 2.62351 4.19679
5.75 10.8 1.3224 3.41215 5.20901
6 10.4 1.47341091742386 4.09343 6.14322
6.25 10.2 1.70472 4.66668 7.02324
6.5 10.1 1.87517 5.21766 7.99658
6.75 10 2.02309 5.70218 8.8184
7 10 2.17085 6.19001 9.64521
7.25 10 2.30728 6.6478 10.4455
7.5 10 2.39583 6.96906 11.0422
7.75 10 2.42922 7.12768 11.3897
3 22.1 0.0062657 0.00767639 0.00992111
3.25 22.1 0.0114558544028259 0.0145111 0.0182397
3.5 22.1 0.0211431 0.0277598 0.0336495
3.75 22.1 0.0348427 0.0523538 0.0626628
4 22.1 0.0556329 0.0966940902171147 0.116004304173671
4.25 22.1 0.0864437 0.16902649226671 0.211489649583752
4.5 22.1 0.132475 0.284545 0.374385938670055
4.75 22.1 0.20213 0.465253 0.639801486773513
5 22 0.302675 0.731614 1.03848836389427
