Var1 Var2 Var3 Var4 Var5
3 9.3 0.048835874549017 0.112377 0.266509
3.25 9.3 0.0718807955893395 0.191151 0.426428
3.5 9.3 0.104328610409712 0.302386756040736 0.655327
3.75 9.3 0.149431109890126 0.467402513148258 0.9704
4 9.3 0.212170518849966 0.698650057737751 1.3982
4.25 9.3 0.299791078870365 1.02583 1.97743
4.5 9.3 0.420805059834187 1.48262 2.74797
4.75 9.3 0.577350060372627 2.11643 3.75656
5 9.1 0.786758616879979 2.90104 5.04319
5.25 7.2 0.903885 3.51003 7.03669
5.5 5.6 0.973626 3.85984 8.64779
5.75 4.2 1.1327 4.59604 9.4609
6 2.9 1.29839556377372 5.30922422166865 9.34612
6.25 1.9 1.4698927196956 5.27105429466518 8.9669
6.5 1.1 1.66054303931024 5.28436315220716 8.93313
6.75 0.6 1.89312063330972 5.60271 9.46664
7 0.2 2.09192 6.19413 10.6852
7.25 0 2.20932 6.74789 11.7289
7.5 0 2.23065 6.94014 12.1686
7.75 0 2.17606 6.87034 12.1594
3 9.5 0.0484312372428387 0.11148 0.260503
3.25 9.5 0.071300730617575 0.189664 0.416966
3.5 9.5 0.103518953615821 0.296978 0.641102
3.75 9.5 0.148266755631372 0.461091 0.949563
4 9.5 0.210566007009049 0.692529 1.36888
4.25 9.5 0.297676850869801 1.01812 1.93734
4.5 9.5 0.4179814504907 1.47181 2.69465
4.75 9.5 0.57360909136372 2.10179 3.68835
5 9.3 0.782723321271636 2.8842 4.95744
5.25 7.5 0.914305 3.54919 6.96881
5.5 5.9 1.00302 3.97471 8.65221
5.75 4.6 1.19365 4.84099 9.69366
6 3.6 1.40794485901426 5.68640132468485 9.94525
6.25 2.8 1.64238016222067 5.83319169829435 9.92192
6.5 2.3 1.88954122810017 5.98980002061825 10.1246
6.75 2.1 2.12904991625377 6.29029 10.6316
7 2 2.29025 6.78393 11.7068
7.25 2 2.36161 7.21407 12.543
7.5 2 2.3469 7.30269 12.7283236057374
7.75 2 2.27348 7.17877 12.7081
3 10.5 0.0461315514915068 0.106197 0.232622
3.25 10.5 0.0678283568615214 0.178101173227094 0.372109
3.5 10.5 0.0984461774419023 0.281856 0.5724
3.75 10.5 0.141120069851861 0.437869 0.849369
4 10.5 0.200724124723493 0.658491 1.22789
4.25 10.5 0.284293634796858 0.969672 1.74435
4.5 10.5 0.399895465319268 1.40401 2.43705
4.75 10.5 0.558688764112425 1.88386988372122 3.35444
5 10.3 0.75360606105455 2.56987856713315 4.5294
5.25 8.8 0.906485078475064 3.47418148022081 6.33455
5.5 7.5 1.05352 4.16658 8.07842
5.75 6.5 1.30359 5.23280264010447 9.46823
6 5.8 1.57514378083487 6.01155572837789 10.2853
6.25 5.4 1.84891284146938 6.2997331587136 10.7088
6.5 5.1 2.09119446381911 6.51412129725098 11.0045
6.75 5 2.29532661977626 6.72676 11.3857
7 5 2.40555 7.13862 12.3407
7.25 5 2.44122 7.46249 12.9959
7.5 5 2.41623 7.52309 13.1293131112151
7.75 5 2.33751 7.38542 13.0885
3 13.6 0.0371673305679652 0.0873838 0.167394
3.25 13.6 0.0556830759889361 0.141462 0.267323
3.5 13.6 0.0807063980834776 0.229345 0.411387
3.75 13.6 0.11591792366023 0.324122345240024 0.613055
4 13.6 0.161980081242407 0.466587128009305 0.89168
4.25 13.6 0.235109691713742 0.700205839657693 1.27677
4.5 13.6 0.332005799961483 1.00125414803231 1.80059
4.75 13.6 0.4662070388941 1.41206413517964 2.50934
5 13.5 0.634181971668313 1.94470519234168 3.42078
5.25 12.3 0.771196425821612 2.66495851624961 4.64837
5.5 11.4 0.941138451020523 3.39390077507927 5.87472
5.75 10.8 1.17232916152879 4.10068108723587 7.0482
6 10.4 1.42382119121506 4.73154311189368 8.07838
6.25 10.2 1.68255528169312 5.2838948819589 8.96441
6.5 10.1 1.92188708137511 5.72561 9.70857
6.75 10 2.13236 6.10752 10.5601
7 10 2.22965 6.6526 11.5677
7.25 10 2.30392 7.06197 12.3598
7.5 10 2.32105 7.24215 12.774
7.75 10 2.27905 7.21567 12.7631501465737
3 22.1 0.0215488 0.0443314480842412 0.0808245
3.25 22.1 0.0315044721457762 0.070914197350518 0.128574
3.5 22.1 0.0455174450894052 0.109805623537977 0.197677
3.75 22.1 0.0656999900709686 0.166016 0.296883
4 22.1 0.0943616325306913 0.245479 0.43633
4.25 22.1 0.134601740117197 0.35639 0.629858
4.5 22.1 0.185374289367159 0.51049 0.897342
4.75 22.1 0.269941479248792 0.726113 1.27032
5 22 0.371138823625305 1.00704 1.75423
5.25 21.3 0.468045151833177 1.32792399817179 2.30568
5.5 20.8 0.570888753425758 1.66296746249756 2.88486
5.75 20.4 0.711658738984612 2.0577054393279 3.54757
6 20.2 0.873881985193123 2.48892 4.28401
6.25 20.1 1.0245178419718 2.9504 5.11849
6.5 20 1.22867 3.48134 6.13628
6.75 20 1.38984 4.08234 7.20863
7 20 1.55042 4.68748 8.30469
7.25 20 1.69982 5.25448 9.35355
7.5 20 1.80962 5.68912 10.1885
7.75 20 1.87351 5.97619 10.7777
3 31.4 0.0122649 0.023612 0.0455293
3.25 31.4 0.0183273 0.0377733 0.0723468
3.5 31.4 0.0264171 0.0584829 0.111252
3.75 31.4 0.038239 0.0889989 0.168154
4 31.4 0.0550362 0.1326 0.248857
4.25 31.4 0.0784322 0.193733 0.361247
4.5 31.4 0.110939 0.279469 0.517979
4.75 31.4 0.156631 0.401531 0.740159
5 31.3 0.216339 0.562291 1.03151
5.25 30.9 0.280352725153868 0.726244 1.32604
5.5 30.5 0.34697973187742 0.917521 1.65515
5.75 30.3 0.432409 1.1522 2.0906
6 30.1 0.527686 1.44839 2.62156
6.25 30.1 0.635674 1.79845 3.25101
6.5 30 0.757147 2.20578 3.98655
6.75 30 0.891669 2.66821 4.82697
7 30 1.03727 3.17751 5.76083
7.25 30 1.1871 3.70924 6.74782
7.5 30 1.32563 4.20347 7.68177
7.75 30 1.43463 4.62432 8.4974
3 41.1 0.00758080999999999 0.0149667 0.0296774
3.25 41.1 0.0110328 0.0239509 0.0473305
3.5 41.1 0.015935 0.0371097 0.0728088
3.75 41.1 0.0230649 0.0563864 0.109829
4 41.1 0.0332388 0.083972 0.162381
4.25 41.1 0.0474338 0.122609 0.23544
4.5 41.1 0.067208 0.176757 0.337182
4.75 41.1 0.0950999 0.253827 0.481304
5 41 0.131985 0.356476 0.672346
5.25 40.6 0.171493 0.462754 0.86879
5.5 40.4 0.215425 0.584681 1.09356
5.75 40.2 0.268796 0.744803 1.38798
6 40.1 0.332998 0.943981 1.7547
6.25 40 0.409113 1.18747 2.20396
6.5 40 0.497966 1.48002 2.74493
6.75 40 0.599265 1.82177 3.38009
7 40 0.71205 2.21012 4.10645
7.25 40 0.835046 2.64056 4.91833
7.5 40 0.960021 3.0873 5.77034
7.75 40 1.07718 3.51888 6.61702
3 50.9 0.00498173880186287 0.0105797 0.0195994569711936
3.25 50.9 0.00725705960667188 0.0169161 0.0327164579117703
3.5 50.9 0.0104972556508239 0.0261932 0.0515185239957138
3.75 50.9 0.0151793250876026 0.0396606 0.0778459055751676
4 50.9 0.021849299939365 0.058821 0.115308053725848
4.25 50.9 0.0311818284576628 0.0855919 0.166636416888958
4.5 50.9 0.0441750245687008 0.122872 0.237712374602502
4.75 50.9 0.0625121771028571 0.175589 0.337838271159034
5 50.8 0.0868988855543938 0.246415 0.471597205744232
5.25 50.5 0.112101302856271 0.323059 0.612914088695527
5.5 50.3 0.141413206559304 0.410276418680762 0.776373420138317
5.75 50.2 0.177704385900562 0.522991 0.985743103267469
6 50.1 0.223002367947185 0.662357 1.24916071190632
6.25 50 0.279322199075056 0.835224 1.57735726337588
6.5 50 0.348222448783961 1.04666 1.98086029971807
6.75 50 0.431982501723852 1.30237 2.47068503938635
7 50 0.532723784275302 1.60624 3.05537339378042
7.25 50 0.65112765120866 1.95629 3.74923763595957
7.5 50 0.783397 2.33573 4.60832908212
7.75 50 0.925182 2.72578 5.56056783918311
3 70.6 0.0025907 0.00631483893087207 0.0130938535972022
3.25 70.6 0.00419218 0.0101151593194063 0.0208306886630335
3.5 70.6 0.00607052 0.0150188 0.0323006734532499
3.75 70.6 0.00873124 0.0233658 0.0482296076218373
4 70.6 0.0124893 0.0352647 0.0707347429688775
4.25 70.6 0.0177235 0.0514046094814581 0.101905519093807
4.5 70.6 0.0249351 0.0737131937862471 0.144692
4.75 70.6 0.0350979 0.105216005507688 0.206102
5 70.6 0.0488573 0.148378391451249 0.289681
5.25 70.4 0.0633766 0.194910215303232 0.379302
5.5 70.2 0.0804761 0.250664593960794 0.48668
5.75 70.1 0.103009 0.324523912516794 0.630459
6 70.1 0.131706 0.420393532228785 0.817477
6.25 70 0.167809 0.543727478341179 1.05836
6.5 70 0.212425 0.700177311200756 1.36373
6.75 70 0.2665 0.895549402182678 1.74363
7 70 0.33152 1.1382429285709 2.21174
7.25 70 0.407418 1.43167801388029 2.77099
7.5 70 0.488270913040758 1.76923 3.39006275342265
7.75 70 0.583204013035155 2.13638 4.10694426509294
3 100.4 0.00133182103745623 0.00347806377342661 0.00848008723744714
3.25 100.4 0.00194230213610196 0.00555572450287986 0.0133646767246712
3.5 100.4 0.00279658114902736 0.00851145606470176 0.0204845024968276
3.75 100.4 0.0040695094904541 0.0127537741673723 0.030473439303697
4 100.4 0.00586553241850791 0.0186401005114374 0.0442846764622609
4.25 100.4 0.00817797953022599 0.0267641877041115 0.0632678728223587
4.5 100.4 0.0116152136022325 0.0376976543780845 0.0886427109417541
4.75 100.4 0.0164895229986674 0.0533152229397685 0.123813791966063
5 100.4 0.023318660533884 0.0758467193554483 0.172930207922759
5.25 100.3 0.0309018515469093 0.101039856773688 0.226929833719466
5.5 100.2 0.0402211682807713 0.128109186383238 0.2936503287228
5.75 100.1 0.052821839608973 0.168543211766238 0.385163405030342
6 100 0.0693846674235289 0.223824171635012 0.507144127432999
6.25 100 0.0904553476502991 0.295701870353128 0.664893368046611
6.5 100 0.117105676005447 0.388697115780048 0.867930694584209
6.75 100 0.150455927805283 0.507732187102571 1.12650220709349
7 100 0.191740260335406 0.658254630647786 1.4519517195393
7.25 100 0.241693294956534 0.842826851068272 1.85154145414977
7.5 100 0.300684662804 1.06087609443717 2.32993
7.75 100 0.369937978101567 1.31872814493677 2.90111
3 130.3 0.000778450203290278 0.0020142451362782 0.00488906298981574
3.25 130.3 0.0011255575544977 0.00324309589141728 0.00769391662909458
3.5 130.3 0.00161718123073009 0.00498025527189637 0.0116891777364958
3.75 130.3 0.00230457811051127 0.00745029535566762 0.0172727331481579
4 130.3 0.00341632285265992 0.0105507171018515 0.0249213926819941
4.25 130.3 0.00490694863647646 0.015235105742431 0.0351236581148501
4.5 130.3 0.00713247599680261 0.0214959489621158 0.048592842059066
4.75 130.3 0.00982036300380408 0.0302757152824201 0.0672910259756025
5 130.3 0.0136323351913483 0.0429442142138779 0.0938695208767671
5.25 130.2 0.0178804983761163 0.0573988047058237 0.123864749128238
5.5 130.1 0.023273176458467 0.0760426658029608 0.162152929046185
5.75 130.1 0.030891202909853 0.102506682410016 0.216507843633349
6 130 0.0411561671869798 0.138185624154436 0.290669724941198
6.25 130 0.0546131017280841 0.184499131784673 0.387708659771436
6.5 130 0.0721670507662763 0.245266762986464 0.514885892755358
6.75 130 0.0945701709958649 0.324204764403315 0.679893722449906
7 130 0.122735027053476 0.425232175275824 0.890638272413348
7.25 130 0.157256061455293 0.551249654797769 1.15285813702953
7.5 130 0.198775 0.705253 1.48354
7.75 130 0.241418179339987 0.89196 1.88628
3 200.2 0.000244615458211869 0.000541453680467331 0.00177024343827897
3.25 200.2 0.000351434395669336 0.000886162322206653 0.00275353774571227
3.5 200.2 0.000499140735297527 0.00138929573526404 0.00412111699461054
3.75 200.2 0.000703399993368535 0.00205377000000001 0.00596814524968222
4 200.2 0.000977525249308779 0.0029337778553469 0.00839489141455814
4.25 200.2 0.00135422627698851 0.00407352046734712 0.011514427064935
4.5 200.2 0.00195501143639164 0.00565251009872421 0.0154564061189075
4.75 200.2 0.00279682825859626 0.00801167024807846 0.0209485567532741
5 200.2 0.0039231720717675 0.0116638387959205 0.0292669178219972
5.25 200.1 0.00527085972578205 0.0161605623183174 0.0392213302224249
5.5 200.1 0.00715907910013337 0.0221652411522845 0.0527750494216015
5.75 200 0.00984230839501052 0.0309930346873099 0.0726831091462238
6 200 0.013611836662442 0.0437243520218498 0.100870575793488
6.25 200 0.0187760896850269 0.0616055060085117 0.139927104549986
6.5 200 0.025675193012937 0.0860425938182942 0.192853560684352
6.75 200 0.0346079178360266 0.118338085989962 0.262453241979197
7 200 0.0460983401484357 0.16072183432991 0.353552733526912
7.25 200 0.0604758814429873 0.214861826344052 0.469696775353906
7.5 200 0.0780221598936929 0.282846 0.615586
7.75 200 0.0997273281238827 0.367735 0.797684
3 300.1 4.33419723691431e-05 0.000110357539952527 0.000502258601223525
3.25 300.1 6.77596967154481e-05 0.000176798329025279 0.000757015641493229
3.5 300.1 0.000101690823935117 0.00026885960214115 0.00109058337473595
3.75 300.1 0.000141886178579852 0.000396279784300626 0.00151664164523825
4 300.1 0.000195390172336771 0.000566291917041233 0.00204638627870859
4.25 300.1 0.000262703466504652 0.000803213863670407 0.00268048628989609
4.5 300.1 0.000361879841127103 0.00110055490181349 0.00344857969991783
4.75 300.1 0.000528160793991675 0.00147675852548466 0.0045621302236688
5 300.1 0.000736041849154005 0.00216116578402228 0.00644718028376978
5.25 300.1 0.00104418356294498 0.00313905567255698 0.00896913732869613
5.5 300.1 0.00150088235083163 0.00461753185108723 0.0127040989994675
5.75 300 0.00220080769229972 0.00694445575507962 0.0184368236400912
6 300 0.00323691137844847 0.0104778259314073 0.0269464963256004
6.25 300 0.00469549070218582 0.0156542173816638 0.0389974548517748
6.5 300 0.00670966132584896 0.0226013116206629 0.0557425190413366
6.75 300 0.00950034815673201 0.0326735513933337 0.0791722509362071
7 300 0.013214254514845 0.0463853836356616 0.110761813694856
7.25 300 0.0178838000929749 0.0640994599394501 0.151107147802566
7.5 300 0.0231982566221601 0.0870509 0.202889
7.75 300 0.0313191832002954 0.117243 0.27039
3 500.1 4.53728624829282e-06 1.50248821358447e-05 0.000109849468138413
3.25 500.1 9.4320217838013e-06 3.10638810878833e-05 0.000204247200934544
3.5 500.1 1.90115628355489e-05 6.05997108839624e-05 0.000354120092944086
3.75 500.1 3.66311927369506e-05 0.000109063158249777 0.000585679351076067
4 500.1 7.19728589127077e-05 0.000186345000000001 0.000946377422332205
4.25 500.1 0.000139006846445259 0.000332553 0.00152413164726144
4.5 500.1 0.000241138995695616 0.000600925478139721 0.002443709804211
4.75 500.1 0.000419894775449095 0.00104104 0.00374849609616562
5 500.1 0.000650296961681748 0.00154649444439899 0.00529679798294211
5.25 500.1 0.000940739106449271 0.00235620407366482 0.00748591064830975
5.5 500 0.00130697269833196 0.00350650598138186 0.010228777859409
5.75 500 0.00173438779539047 0.00495280858448313 0.0134239188473414
6 500 0.00223911810388275 0.00674865130035766 0.0172120983994907
6.25 500 0.00286491420724363 0.00902651881437986 0.02194346428724
6.5 500 0.00364237899534351 0.0119084510006006 0.027873420925532
6.75 500 0.00458001711321502 0.0152016412463892 0.0350850189318116
7 500 0.00574792117468724 0.0193654084016907 0.0441731434003467
7.25 500 0.00729078435141078 0.0253094873076408 0.0561475068287335
7.5 500 0.00922906 0.0330495967090752 0.0706575160952569
7.75 500 0.0115489 0.0414699510695778 0.0892758112383542
3 700.1 5.86897289199707e-07 2.295984944891e-06 2.02035743928122e-05
3.25 700.1 1.42365280123542e-06 4.90663322864826e-06 3.8838448906109e-05
3.5 700.1 3.33333683680336e-06 1.01033165016712e-05 7.03347683835012e-05
3.75 700.1 7.55412292667202e-06 2.00906995023893e-05 0.00012274080672757
4 700.1 1.6610922614406e-05 3.88409000000001e-05 0.000211132739001706
4.25 700.1 3.32582533275894e-05 7.80767577740807e-05 0.00036656561565687
4.5 700.1 6.63207849389437e-05 0.000148702994745415 0.000630563490196968
4.75 700.1 0.000120416979822935 0.000265355825083996 0.00103078655693481
5 700.1 0.000197573594477673 0.00042884423791387 0.00154343545110034
5.25 700 0.000305138202379024 0.000704901629035578 0.00229567484502796
5.5 700 0.000448152766912719 0.00111158275856526 0.00327934665208257
5.75 700 0.000623475783726569 0.00164910510418109 0.00434070743303799
6 700 0.000837951118204029 0.00234668452296968 0.00592384181174215
6.25 700 0.00110972884414938 0.00326791986730056 0.00776638136100593
6.5 700 0.00145367927853552 0.0044179912090723 0.0101058348755217
6.75 700 0.00187661435091628 0.00592486034467346 0.0129906883499479
7 700 0.00241182420670776 0.00773507256964068 0.0162287504277163
7.25 700 0.00311816985586301 0.0103148359000743 0.0215376975154793
7.5 700 0.00401873 0.0136687 0.0274876012167369
7.75 700 0.00511873 0.0176566308661361 0.0353504603264707
3 999.9 7.46242668352278e-08 2.29928000000004e-07 2.15869043642058e-06
3.25 999.9 1.84821623457112e-07 5.62531000000008e-07 4.49602264460355e-06
3.5 999.9 4.55241131321153e-07 1.33148000000001e-06 8.99636788236028e-06
3.75 999.9 1.09159094514879e-06 3.05785000000002e-06 1.77143915217354e-05
4 999.9 2.53395222784632e-06 6.84902e-06 3.475227618371e-05
4.25 999.9 5.86879015191794e-06 1.42103666283568e-05 6.71635454392509e-05
4.5 999.9 1.31104097892132e-05 2.98432249212239e-05 0.000127173134639674
4.75 999.9 2.67395131652982e-05 5.63498420653625e-05 0.000226496848278345
5 999.9 4.64521229710033e-05 9.68802514937483e-05 0.00036544455375698
5.25 999.9 7.96025219610982e-05 0.000165178043462989 0.000580105115132324
5.5 999.9 0.000131362304743164 0.000278780035675119 0.000877038619100716
5.75 999.9 0.000191697290476339 0.000440952851630172 0.0012563419256454
6 999.9 0.000268924305097932 0.000665439665858559 0.00173750024965373
6.25 999.9 0.000370069841303501 0.000977364998976897 0.00236486366595106
6.5 999.9 0.000501781855779421 0.001392322288714 0.00317881558504908
6.75 999.9 0.000668279855804242 0.00192757169696988 0.00421054654791719
7 999.9 0.000883641855822473 0.00266471359001427 0.00553069257613157
7.25 999.9 0.00117294492792887 0.00364342925408735 0.00731508567687534
7.5 999.9 0.0015494 0.00478342699898512 0.00957900952321307
7.75 999.9 0.0020202 0.00628989 0.0125798
