Var1 Var2 Var3 Var4 Var5
3 9.3 1.36482e-05 1.60675e-05 1.96556e-05
3.25 9.3 2.79802e-05 3.36223e-05 3.9792e-05
3.5 9.3 5.72161e-05 7.00689999999999e-05 8.05359999999999e-05
3.75 9.3 0.000117408 0.00014631 0.000163997
4 9.3 0.000239371 0.000303195 0.000333117
4.25 9.3 0.000483 0.000621589 0.000686853
4.5 9.3 0.000954294 0.00124822 0.001387
4.75 9.3 0.00188894 0.00251045 0.00280577
5 9.1 0.00371817 0.00501236 0.00563886
5.25 7.2 0.00817849 0.0112279 0.0127405597774312
5.5 5.6 0.0163826 0.0226506 0.0258822
5.75 4.2 0.0282678 0.0395859 0.0451882
6 2.9 0.041642 0.060976 0.0696953
6.25 1.9 0.0541321 0.0863872 0.100333
6.5 1.1 0.0672522 0.120009 0.144282
6.75 0.6 0.0830833 0.165896 0.208837
7 0.2 0.102471 0.225218 0.297064
7.25 0 0.121586 0.287932 0.395276
7.5 0 0.134962 0.337956 0.478597
7.75 0 0.142745 0.372718 0.54008
3 9.5 1.33469e-05 1.5707e-05 1.92153e-05
3.25 9.5 2.73853e-05 3.28914e-05 3.89292e-05
3.5 9.5 5.60448e-05 6.85902999999999e-05 7.88379e-05
3.75 9.5 0.000114856 0.000143012 0.000160302
4 9.5 0.0002339 0.000295891 0.000325112
4.25 9.5 0.000472306 0.000607057 0.0006706
4.5 9.5 0.000934151 0.00122008 0.00135114960909526
4.75 9.5 0.00185278 0.00245842 0.00274627
5 9.3 0.00365097 0.00491347 0.0055243
5.25 7.5 0.00804852 0.011027 0.0125233
5.5 5.9 0.0161352 0.0222677 0.0254202
5.75 4.6 0.0282609 0.0395331 0.0450944
6 3.6 0.0427944 0.0626452 0.0715781
6.25 2.8 0.0568252 0.0906959 0.105331
6.5 2.3 0.0712013 0.127081 0.152792
6.75 2.1 0.0875387 0.174817 0.220085
7 2 0.105888 0.232749 0.307017
7.25 2 0.12268 0.29054 0.39887
7.5 2 0.13447 0.336731 0.476881
7.75 2 0.141818 0.370303 0.53658
3 10.5 1.20015e-05 1.40999e-05 1.72526e-05
3.25 10.5 2.46575e-05 2.95466e-05 3.49765e-05
3.5 10.5 5.05236e-05 6.16478e-05 7.08706e-05
3.75 10.5 0.000103382 0.000128238 0.00014376
4 10.5 0.000210466 0.000265056 0.000290989
4.25 10.5 0.000428774 0.000547964 0.000604554
4.5 10.5 0.000857832 0.00111285 0.0012339
4.75 10.5 0.00170829 0.00224965 0.00250741
5 10.3 0.0033681 0.00449747 0.00504271
5.25 8.8 0.00724308 0.00983353 0.0111247
5.5 7.5 0.0144424 0.0197721 0.0224771
5.75 6.5 0.0259907 0.0361875 0.0411453
6 5.8 0.041094 0.0600834 0.0685466
6.25 5.4 0.0562298 0.0897992 0.104264
6.5 5.1 0.0714494 0.127644 0.153517
6.75 5 0.087621 0.175109 0.220536
7 5 0.103999 0.228699 0.301764
7.25 5 0.118561 0.280853 0.385652
7.5 5 0.12968 0.324778 0.460004
7.75 5 0.137499 0.359045 0.520246
