Var1 Var2 Var3 Var4 Var5
3 9.3 0.0822091 0.154841 0.275435
3.25 9.3 0.120108 0.249179 0.440619
3.5 9.3 0.172703 0.385082 0.67702
3.75 9.3 0.24446 0.573321 1.00238
4 9.3 0.341938 0.830346 1.44411
4.25 9.3 0.474043 1.17995 2.04228
4.5 9.3 0.649206 1.64707 2.83819
4.75 9.3 0.876764 2.26044 3.88061
5 9.1 1.16312 3.01659409567279 5.20772
5.25 7.2 1.59745 4.25797 7.22997
5.5 5.6 1.9327 5.20684229465253 8.85837
5.75 4.2 2.08501 5.74622 9.68786
6 2.9 2.03572 5.68637 9.59237
6.25 1.9 1.93432 5.4652 9.24933
6.5 1.1 1.91105 5.45411 9.27558
6.75 0.6 2.01058 5.78997 9.90812
7 0.2 2.17567 6.31805 10.8902
7.25 0 2.31411 6.77255 11.7701
7.5 0 2.3542 6.94014 12.1686
7.75 0 2.31485 6.87034 12.1594
3 9.5 0.0803652 0.151354 0.269429
3.25 9.5 0.117459 0.243657 0.431166
3.5 9.5 0.168984 0.376736 0.662815
3.75 9.5 0.23925 0.561021 0.981542
4 9.5 0.334853 0.812985 1.41488
4.25 9.5 0.464572 1.15617 2.00233
4.5 9.5 0.636829 1.61522 2.78513
4.75 9.5 0.861177 2.21954 3.81286
5 9.3 1.14387 2.99308 5.12283
5.25 7.5 1.58307 4.21727 7.16619
5.5 5.9 1.93523 5.24616 8.87111
5.75 4.6 2.13812 5.88826 9.93554
6 3.6 2.1678 6.05144 10.2164
6.25 2.8 2.14155 6.04778 10.2419
6.5 2.3 2.16686 6.18185 10.5189
6.75 2.1 2.2587 6.50285 11.1328
7 2 2.38264 6.91792 11.9291
7.25 2 2.47418 7.2402 12.5866
7.5 2 2.4774 7.30269 12.8075
7.75 2 2.41893 7.17877 12.7081
3 10.5 0.0718053 0.135177 0.241487
3.25 10.5 0.104893 0.217478 0.386199
3.5 10.5 0.150996 0.33642 0.593952
3.75 10.5 0.21422 0.501933 0.881194
4 10.5 0.300712 0.729397 1.27371
4.25 10.5 0.418835 1.04128 1.80931
4.5 10.5 0.576893 1.44574308363062 2.52779
4.75 10.5 0.784651 2.01924 3.47976
5 10.3 1.04736 2.7357 4.69689
5.25 8.8 1.44328 3.83511 6.54023
5.5 7.5 1.81357 4.90072 8.31931
5.75 6.5 2.0964 5.75427 9.74743
6 5.8 2.24964 6.26147 10.6103
6.25 5.4 2.31781 6.53027 11.0933
6.5 5.1 2.36019 6.72188 11.4672
6.75 5 2.42271 6.96637 11.9521
7 5 2.50626 7.25725761923899 12.5595
7.25 5 2.56078 7.48901 13.0387
7.5 5 2.5533 7.52309 13.2111
7.75 5 2.48933 7.38542 13.0885
3 13.6 0.0517494 0.0973134 0.175686
3.25 13.6 0.0754908 0.156305 0.28048
3.5 13.6 0.108754 0.241904 0.431514
3.75 13.6 0.155019 0.362481 0.642886
4 13.6 0.219054 0.530022 0.934867
4.25 13.6 0.307694 0.762704 1.33839
4.5 13.6 0.428084 1.08052 1.88731
4.75 13.6 0.589952 1.51195 2.63024
5 13.5 0.795605 2.04051442575018 3.58431
5.25 12.3 1.06701 2.81774 4.85426
5.5 11.4 1.3307 3.56887 6.12315
5.75 10.8 1.57529 4.28974 7.34456
6 10.4 1.78265 4.86554670958944 8.42996
6.25 10.2 1.95521 5.4739 9.38339
6.5 10.1 2.09532 5.93747 10.2099
6.75 10 2.22069 6.36111 10.989
7 10 2.33435 6.75258 11.7342
7.25 10 2.42691 7.08293 12.3947
7.5 10 2.46159 7.24215 12.774
7.75 10 2.43472 7.21567 12.8368
3 22.1 0.0250708 0.0470378 0.0873835
3.25 22.1 0.0364509 0.0752626 0.138937
3.5 22.1 0.0525008 0.11376795041675 0.213507
3.75 22.1 0.0754876 0.175793 0.320514
4 22.1 0.107892 0.2598 0.470865
4.25 22.1 0.153007 0.368753503289927 0.679462
4.5 22.1 0.215326 0.539721 0.967721
4.75 22.1 0.301886 0.75083429295025 1.36967
5 22 0.413096 1.06367 1.89066
5.25 21.3 0.537372 1.40217 2.47957
5.5 20.8 0.664864 1.75853 3.09853
5.75 20.4 0.807863 2.16722 3.80938
