Var1 Var2 Var3 Var4 Var5 Var6 Var7
3 0 1.42981212011014e-05 1.64779e-05 2.38223880791497e-05 2.74968e-05 3.2826e-05
3.25 0 3.00622e-05 3.49939e-05 5.06516e-05 5.77354e-05 6.68966000000001e-05
3.5 0 6.28306e-05 7.42792e-05 0.0001081 0.000120863 0.000136431
3.75 0 0.000132117 0.00015836 0.000223771 0.000253355 0.000279744
4 0 0.000277338 0.000336701 0.000453534 0.000527674 0.00057533
4.25 0 0.00057925 0.000712255 0.000912918 0.00109552 0.00118425
4.5 0 0.00119174 0.00148537 0.00180427 0.00221399 0.00240907
4.75 0 0.00245665 0.00310544 0.00356566 0.00445755 0.00488223
5 0 0.00493024 0.00631714 0.00719852947895768 0.00889989 0.00981428
5.25 0 0.00929765 0.0121019 0.0151418 0.0197760520521952 0.0220521
5.5 0 0.0166305 0.0222991 0.0297817 0.0400822 0.044892
5.75 0 0.0294079 0.0418272 0.0496779 0.0704374 0.079379
6 0 0.0471517 0.0725639 0.0852013000114354 0.107855 0.123654
6.25 0 0.0677538 0.116883 0.141417282435983 0.149386 0.177149
6.5 0 0.0908389287876027 0.175731 0.198423 0.201448 0.248607
6.75 0 0.117071 0.249909 0.26354 0.267648 0.346226
7 0 0.146218 0.337292 0.344636613492414 0.34949 0.470894
7.25 0 0.172023071347501 0.422140899960626 0.427533866352618 0.431972 0.603003
7.5 0 0.188422099599099 0.482849908652817 0.489162 0.493904 0.7064
7.75 0 0.197233973019691 0.521905076747918 0.528982 0.53425 0.778102
3 2 1.42294524316581e-05 1.63965e-05 2.3328755431161e-05 2.69195e-05 3.21262e-05
3.25 2 2.99344e-05 3.48353e-05 4.96265e-05 5.65631e-05 6.55207e-05
3.5 2 6.25882e-05 7.39668e-05 0.000105989 0.000118496 0.000133728
3.75 2 0.000131355 0.000157383 0.000219224 0.000248024 0.000273803
4 2 0.000275211 0.000333959 0.000443784 0.000515861 0.000562341
4.25 2 0.000574692 0.000706259 0.000893911 0.00107168 0.00115783
4.5 2 0.00118234 0.00147272 0.00176854 0.00216769 0.00235731
4.75 2 0.00243846 0.00308034 0.00351435903348824 0.00437161 0.00478505
5 2 0.00489596 0.00626922 0.00714030893919596 0.00873620999999999 0.00962731
5.25 2 0.0093153 0.0121187 0.0148937 0.0194534 0.021646
5.5 2 0.0167925 0.0225102 0.0293133 0.0394162 0.0441097
5.75 2 0.0301009 0.0428101 0.0496099 0.0703186 0.0792055
6 2 0.0492124 0.0757419 0.0889283545273298 0.110703 0.126895
6.25 2 0.0717869 0.123859 0.149878460754394 0.156987 0.186161
6.5 2 0.0967736 0.187175 0.210663 0.213878 0.263957
6.75 2 0.123722 0.264128 0.278262 0.282599 0.365579
7 2 0.151257 0.34893 0.356134198637137 0.361471 0.487048
7.25 2 0.173731381093331 0.426338998724299 0.431801569513814 0.436267 0.60902
7.5 2 0.187877450374598 0.480977959734098 0.487743 0.492475 0.704365
7.75 2 0.196050322337612 0.518471416462359 0.5258 0.531036 0.773432
3 5 1.38335545578798e-05 1.59288e-05 2.11572492290093e-05 2.4365e-05 2.90337e-05
3.25 5 2.91005e-05 3.38149e-05 4.49569e-05 5.12257e-05 5.92614e-05
3.5 5 6.07786e-05 7.17059e-05 9.60477999999999e-05 0.000107356 0.000121022
3.75 5 0.000127009 0.000151873 0.000198809 0.000224162 0.000247224
4 5 0.000265108 0.000320952 0.000402227 0.000465602 0.000507132
