Var1 Var2 Var3 Var4 Var5
3 0 0.00360246 0.00568772501855899 0.00740429
3.25 0 0.00713237 0.0111784 0.0141851
3.5 0 0.0142362 0.0221428 0.0274937
3.75 0 0.0281578037141657 0.043675 0.0533589
4 0 0.0556472166090447 0.0852852 0.103706741658519
4.25 0 0.105684259453777 0.162452 0.204211
4.5 0 0.178961 0.297916 0.392163
4.75 0 0.279578 0.521001 0.720509
5 0 0.426385 0.878296 1.25858
5.25 0 0.735786 1.59985723225971 2.40902
5.5 0 1.05836 2.42358 3.73949
5.75 0 1.2568 2.98432 4.69624
6 0 1.30806 3.21962 5.09857
6.25 0 1.30839 3.53847 5.27167
6.5 0 1.32595065670247 3.72121 5.59941
6.75 0 1.48497513095377 4.16818 6.34460077215453
7 0 1.68018 4.75224 7.29866
7.25 0 1.85683 5.3124 8.22622
7.5 0 1.95789 5.65947 8.83361
7.75 0 1.99491 5.81961 9.15423
3 2 0.00358714 0.00558943507597755 0.00727399
3.25 2 0.00710529 0.0109915 0.013945
3.5 2 0.0141873 0.021784 0.0270451
3.75 2 0.0280384962701276 0.0429447 0.0524638
4 2 0.0553817739987132 0.0838389 0.10193950183577
4.25 2 0.106286608643726 0.159576 0.200592
4.5 2 0.175723 0.292567 0.385112
4.75 2 0.274658 0.511889 0.707897
5 2 0.419216 0.863794 1.23751
5.25 2 0.724889 1.58104 2.37345
5.5 2 1.04948 2.40333 3.70807
5.75 2 1.27162 3.01947 4.75121
6 2 1.3642 3.35849 5.31664
6.25 2 1.40918 3.81013 5.67686
6.5 2 1.47954 4.07038 6.1252
6.75 2 1.61348 4.50486 6.85955
7 2 1.76782 4.99954 7.679
7.25 2 1.90648 5.45399 8.44596
7.5 2 1.98254 5.73024 8.94475
7.75 2 2.0112 5.86682 9.22897
3 5 0.00348193 0.0051489855323332 0.00665601
3.25 5 0.00688001 0.0100538 0.0127426
3.5 5 0.0136951 0.0198786 0.024665
3.75 5 0.0270053499707454 0.039153 0.0478171
4 5 0.0535953462636433 0.0764226 0.0929309703372434
4.25 5 0.0991435 0.145687 0.183114
4.5 5 0.153224124200342 0.268056 0.352819
4.75 5 0.25179 0.474559042238709 0.649256
5 5 0.384399 0.793258 1.13511
5.25 5 0.656067 1.43148 2.14857
5.5 5 0.961047 2.20126 3.39543
5.75 5 1.20456 2.88524 4.49891
6 5 1.35816 3.47015 5.28959
6.25 5 1.4518 3.92084 5.84429
6.5 5 1.53392 4.21582 6.34611
6.75 5 1.65031 4.60404 7.01359
7 5 1.77072 4.98760104521893 7.68959
7.25 5 1.87944 5.37414 8.32504
7.5 5 1.94939 5.63248 8.7948
7.75 5 1.98115 5.77771 9.09135
3 10 0.00302311 0.00401039 0.00511306
3.25 10 0.00590716 0.00767715 0.00970528
3.5 10 0.0116212 0.0150284 0.0186173
3.75 10 0.0229554917984083 0.0295993 0.0361189
4 10 0.0443878 0.0578353 0.0704320278466249
4.25 10 0.075347 0.110933 0.139381
4.5 10 0.123243 0.208667 0.270637
4.75 10 0.193286 0.37024 0.499011
5 10 0.294911 0.65141 0.871628
5.25 10 0.462734342757611 1.10259 1.58583
5.5 10 0.693093 1.63657 2.44827
5.75 10 0.879574 2.25692 3.28177
6 10 1.03446 2.72594 4.02216
6.25 10 1.17327 3.15829 4.71377
6.5 10 1.3127 3.59743 5.35818180440407
6.75 10 1.43474 3.99275 6.09106
7 10 1.56223 4.4068 6.77915
7.25 10 1.68648 4.81496 7.46722
7.5 10 1.78122 5.14057 8.03501
7.75 10 1.83905 5.35855 8.43997
3 20 0.00189395 0.00224873 0.00275717
3.25 20 0.00368017 0.00428211 0.00522794
3.5 20 0.00704839970880767 0.00845946999999999 0.0100099
3.75 20 0.0135197 0.0169194 0.0194346
4 20 0.0238149 0.0336101 0.0382912312594863
4.25 20 0.040223 0.0641553 0.0747055
4.5 20 0.0657116 0.118749 0.144842
4.75 20 0.105428 0.212787 0.271459
5 20 0.16341 0.360159 0.479953
5.25 20 0.256771 0.603832 0.842437
5.5 20 0.361938 0.891915 1.27844
5.75 20 0.458953 1.16992 1.70966
6 20 0.56157 1.46787 2.1497
6.25 20 0.671885 1.79474 2.65611396426851
6.5 20 0.789949 2.14855 3.26525
6.75 20 0.9211 2.5456 3.90146
7 20 1.06364 2.98246 4.60741
7.25 20 1.2096 3.4364 5.35427
7.5 20 1.34135 3.8559 6.04937
7.75 20 1.45141 4.21615 6.66397
3 30 0.00120467 0.0014081 0.00164641
3.25 30 0.00234030431198311 0.00271834 0.0031347
3.5 30 0.00445827458366079 0.00528001 0.00602142
3.75 30 0.00828697 0.0103051 0.0117108
4 30 0.0145438 0.0204636 0.0233074
4.25 30 0.0246043 0.0391773 0.0450811598813308
4.5 30 0.0403384 0.072641 0.0877916747144522
4.75 30 0.0644871 0.129679 0.165146595012833
5 30 0.099859 0.219276 0.292622584708073
5.25 30 0.156689 0.367074 0.50430817551979
5.5 30 0.220743 0.541408 0.76326562907904
5.75 30 0.281968 0.713333276516633 1.02901457026113
6 30 0.346204 0.899701 1.32533443482595
6.25 30 0.420591043063052 1.11937 1.68433853675752
6.5 30 0.509994 1.37689 2.10601
6.75 30 0.613341 1.67816942228346 2.59474
7 30 0.73177 2.03978 3.16676
7.25 30 0.861508 2.43318 3.80692159586053
7.5 30 0.992675 2.83929 4.47757
7.75 30 1.11783 3.23398 5.13725
3 40 0.000833963 0.000958075 0.00110459
3.25 40 0.00161829 0.00186210467100329 0.00210488
3.5 40 0.00308861 0.00359525 0.00407902168348575
3.75 40 0.00557275 0.00704406380976484 0.00803155999999999
4 40 0.00975669 0.0137621 0.0157684497240095
4.25 40 0.0165064 0.0262359 0.0305665305968233
4.5 40 0.0270936 0.0486945 0.059529811346533
4.75 40 0.0433137 0.0869032 0.111854961675428
5 40 0.0671057 0.146956 0.19807654207675
5.25 40 0.104936 0.242998847136418 0.339819602088892
5.5 40 0.14801 0.36157 0.511267702578314
5.75 40 0.191186 0.48231 0.701843836569892
6 40 0.238016 0.615189 0.913104546128589
6.25 40 0.293097 0.772629 1.16613198796498
6.5 40 0.358816 0.96244 1.47320957075781
6.75 40 0.437362 1.19221 1.8461580072263
7 40 0.529242 1.4648 2.29142993837049
7.25 40 0.634445 1.78133 2.80537645459127
7.5 40 0.748887 2.1318 3.38307
7.75 40 0.867512 2.50166 3.99986
3 50 0.000618851 0.000713811057217086 0.000826221130338281
3.25 50 0.00119640719441126 0.00138052592619575 0.00158860084562785
3.5 50 0.00228618750837279 0.00268671912339027 0.00305252
3.75 50 0.00412103411490194 0.00520558263477767 0.00592962632178156
4 50 0.00720029993387166 0.0101083055668877 0.0117246035050944
4.25 50 0.0121802208542715 0.0193485993600555 0.0229534376358052
4.5 50 0.019999630386506 0.0358526923467689 0.0446660214536559
4.75 50 0.03195730047002 0.0639556020781214 0.0837060302766019
5 50 0.0494665133623579 0.108041800590018 0.147971279461165
5.25 50 0.0767405403006005 0.178599478117152 0.254925
5.5 50 0.107976252801614 0.262776817978398 0.38611313852536
5.75 50 0.140239877212337 0.352450440722296 0.527119625424267
6 50 0.176191219310719 0.453674375844082 0.685823
6.25 50 0.219222349020204 0.575762064282221 0.874498794807599
6.5 50 0.272396252409118 0.728185613377244 1.10672221704808
6.75 50 0.339220349178571 0.921936696617779 1.39707189673195
7 50 0.422336657528545 1.16618262985246 1.75396058484558
7.25 50 0.524099784545611 1.46858556306621 2.21484860655078
7.5 50 0.642263841846724 1.81382648206758 2.77353
7.75 50 0.780983 2.20543218511937 3.4283
3 70 0.000394041342661143 0.000567263657119006 0.000684628738188689
3.25 70 0.000762512 0.00109481275368943 0.00131360282659592
3.5 70 0.00148905485736799 0.00214502971312569 0.00253421484932348
3.75 70 0.00285914 0.00413996142570204 0.00488335061760275
4 70 0.00552308 0.00804500524917728 0.00939183602625493
4.25 70 0.0101866783269551 0.0153180030183503 0.0186076960572384
4.5 70 0.0168268840714901 0.0284442457216087 0.036158014597827
4.75 70 0.0268637835361528 0.0508892680485809 0.0677684000877488
5 70 0.0415833155090186 0.0860204986498954 0.119826270208493
5.25 70 0.0646218770356719 0.1464 0.205929634454476
5.5 70 0.0912958600913639 0.219248225346334 0.312509353288572
5.75 70 0.119030281232366 0.295303860173605 0.428310696863272
6 70 0.150337874104805 0.381730038285288 0.561015677646249
6.25 70 0.188798676424431 0.488586106692674 0.725091565308935
6.5 70 0.236788447079906 0.623317622430554 0.932258904739922
6.75 70 0.296606700467436 0.793565936303786 1.19488614671953
7 70 0.371430711684914 1.00976076666627 1.52967653060898
7.25 70 0.463835099876242 1.28095358940548 1.95150375780514
7.5 70 0.572622787255939 1.61129 2.4676
7.75 70 0.7032196267121 2.0069 3.08792
3 100 0.000248256169176449 0.00045689606022998 0.000563233408892681
3.25 100 0.000479059714932741 0.000882215877635569 0.00108288088331697
3.5 100 0.000929881552091526 0.00171416039363162 0.00209341943711493
3.75 100 0.00179873599893163 0.00329909082571948 0.00403478945260287
4 100 0.00346040992398591 0.00635245795868006 0.00773813672216154
4.25 100 0.0065034947418325 0.0120947501082307 0.0151652751953811
4.5 100 0.0120228241683872 0.0223998375847306 0.0293645125411336
4.75 100 0.0200171447313331 0.039908948958189 0.0546760333782013
5 100 0.0335500207463531 0.0674685428323724 0.0966578164004297
5.25 100 0.0522388343537356 0.111814663110709 0.166130386641984
5.5 100 0.074017989693405 0.165611148181944 0.252641954025918
5.75 100 0.0970131199930684 0.224115124967194 0.34791705676306
6 100 0.123302203070263 0.292125466642895 0.458392089070239
6.25 100 0.155961418269695 0.376636414198739 0.596475643646195
6.5 100 0.196880407252135 0.483772162698331 0.771560390717495
6.75 100 0.248223285517554 0.620127318909366 0.995805458179983
7 100 0.312557858646729 0.793179817068488 1.28084378000098
7.25 100 0.392160291933163 1.01028620493381 1.64188838583437
7.5 100 0.488434718704675 1.27631276685283 2.0879
7.75 100 0.604048 1.59898 2.63275
3 130 0.000181580129333573 0.000333054523759659 0.000425476537076192
3.25 130 0.000349872168224565 0.000638249017929929 0.000815683051787596
3.5 130 0.000673537838345989 0.00123672988441301 0.00157127342484054
3.75 130 0.00130595034962477 0.00239450350207108 0.00303318467120965
4 130 0.00250280236498925 0.00459460541910445 0.00580707972574894
4.25 130 0.00471456800814864 0.00872834256898144 0.0112569299161744
4.5 130 0.00869827548021615 0.0161330375594253 0.0214953963183216
4.75 130 0.0143959379424581 0.0287012323631293 0.0394412330209473
5 130 0.0241356875927607 0.0484923270593337 0.0696843839185204
5.25 130 0.03774396591444 0.0803177133179814 0.119622744784083
5.5 130 0.0536844223984031 0.119249167794194 0.182182118185998
5.75 130 0.070656234352829 0.162229402172101 0.252300054269311
6 130 0.0904956769099837 0.212642164959012 0.33480472517019
6.25 130 0.115278687431144 0.275990160920074 0.438469455125842
6.5 130 0.14659260459737 0.356939533274183 0.571403136100538
6.75 130 0.186351419018238 0.460809857290225 0.742030703362524
7 130 0.23654926006268 0.593981648563806 0.962336346791312
7.25 130 0.298854871989949 0.761880345329927 1.24180853951783
7.5 130 0.373398606054079 0.969883 1.59026
7.75 130 0.465505441905698 1.22622 2.02223
3 200 9.43411257437076e-05 0.000176276015539474 0.000242683438197696
3.25 200 0.000180959339940121 0.000337348675292155 0.000463016176764164
3.5 200 0.000347819889577388 0.000648552610109534 0.000885984566169064
3.75 200 0.000672221998298703 0.00125315650957814 0.00170471578886572
4 200 0.00128913982473668 0.00240490228633444 0.00325678468350802
4.25 200 0.00242047527625277 0.00453457909433884 0.00613142439214012
4.5 200 0.00433978146667828 0.00832636747417584 0.0114149906555809
4.75 200 0.0073960477795427 0.0146921530892816 0.0206785371586618
5 200 0.0121902720079776 0.0246761537424729 0.0355567507612031
5.25 200 0.0191430872305253 0.0407837517712853 0.0604848651117715
5.5 200 0.0275650033982174 0.0607176911502662 0.092345258745423
5.75 200 0.0368236228067336 0.0835476183449987 0.129247528114764
6 200 0.0478716257485214 0.110929110279478 0.173590527665655
6.25 200 0.0617972172701128 0.145540649019874 0.229580890945008
6.5 200 0.079654164378279 0.190294479060738 0.302073520869076
6.75 200 0.10241361376198 0.248002187540706 0.395790032875756
7 200 0.131429033136989 0.322650705960122 0.5175404382671
7.25 200 0.167700806681652 0.417570685312869 0.673254185093908
7.5 200 0.209841106465171 0.537159 0.870827
7.75 200 0.264946023653325 0.688342 1.12225
3 300 3.9840306977759e-05 7.87490031051671e-05 0.000120168125045289
