Var1 Var2 Var3 Var4 Var5
3 0 0.00360246 0.00580161 0.00740429
3.25 0 0.00705207 0.0111623 0.0141851
3.5 0 0.0132883 0.0219628 0.0274937
3.75 0 0.0244222 0.0411037786413626 0.0533589
4 0 0.0434702 0.0738609939002747 0.103377
4.25 0 0.0743848 0.147445895857055 0.204211
4.5 0 0.122709 0.287932679147033 0.392163
4.75 0 0.196713 0.515705002932182 0.720509
5 0 0.302174 0.869785 1.25858
5.25 0 0.440224 1.53684901114558 2.40902
5.5 0 0.565281 2.12667457543956 3.73949
5.75 0 0.715979 2.8468541983828 4.69624
6 0 0.86452 3.19445 5.09857
6.25 0 1.0201 3.29899 5.27167
6.5 0 1.19767 3.60323467980315 5.59941
6.75 0 1.41245541767086 4.12392 6.25992
7 0 1.64990742214437 4.74542 7.17965
7.25 0 1.82894 5.30655022752851 8.19931
7.5 0 1.9236 5.65947 8.83361
7.75 0 1.95474 5.81961 9.15423
3 2 0.00358714 0.00570025 0.00727399
3.25 2 0.00702545 0.0109787 0.013945
3.5 2 0.0132431 0.0216031 0.0270451
3.75 2 0.024321 0.0404541 0.0524638
4 2 0.0432671 0.0735021602096542 0.101592
4.25 2 0.0739542 0.146565469565075 0.200592
4.5 2 0.121901 0.285985610058991 0.385112
4.75 2 0.195369 0.507545990689196 0.707897
5 2 0.300355 0.855242 1.23751
5.25 2 0.44225 1.5435785513755 2.37345
5.5 2 0.576027 2.16656387315352 3.70807
5.75 2 0.743763 2.95641643660601 4.75121
6 2 0.918005 3.33137 5.31664
6.25 2 1.1087 3.55363 5.67686
6.5 2 1.315 3.95604699874517 6.1252
6.75 2 1.5283872025212 4.45649 6.76512
7 2 1.73635471196907 4.9942 7.55284
7.25 2 1.8777 5.44803683767656 8.4186
7.5 2 1.94768 5.73024 8.94475
7.75 2 1.97058 5.86682 9.22897
3 5 0.00348193 0.00521907 0.00665601
3.25 5 0.00680355 0.0100409095190513 0.0127426
3.5 5 0.0127853 0.0196955 0.024665
3.75 5 0.0234366 0.0368869 0.0478171
4 5 0.0416337 0.0706591472357119 0.092617
4.25 5 0.0711534 0.140828609618484 0.183114
4.5 5 0.117433 0.264563769519854 0.352819
4.75 5 0.187824 0.469526 0.649256
5 5 0.288801 0.784566 1.13511
5.25 5 0.434111 1.42075 2.14857
5.5 5 0.588386 2.16874561160383 3.39543
5.75 5 0.781827 2.86013 4.49891
6 5 0.983253 3.34691 5.28959
6.25 5 1.18721 3.6639 5.84429
