Var1 Var2 Var3 Var4 Var5 Var6 Var7
3 9.3 4.83316036613438e-06 5.34953000000001e-06 6.29277e-06 6.65765e-06 7.79759000000001e-06
3.25 9.3 9.9740440777301e-06 1.13978e-05 1.31165e-05 1.40231e-05 1.57065e-05
3.5 9.3 2.0467255418457e-05 2.4136e-05 2.71989e-05 2.93782e-05 3.15889e-05
3.75 9.3 4.20884529963049e-05 5.08966385540535e-05 5.65474000000001e-05 6.16796e-05 6.39519e-05
4 9.3 8.57392742573371e-05 0.000106911560722087 0.000116543 0.000127667 0.000129466
4.25 9.3 0.000172031596551816 0.000220548169403585 0.000236833 0.000255 0.000265062
4.5 9.3 0.000336507929180237 0.000443958595570163 0.000470838 0.000499965 0.000530744
4.75 9.3 0.00066449359807161 0.000898769306010046 0.000943742 0.000991325 0.00107155
5 9.1 0.00130117476465301 0.00180863805293194 0.00188466 0.00196366 0.00215747
5.25 7.2 0.0028829762834465 0.00415479583710377 0.00430565 0.00446208 0.00499523
5.5 5.6 0.00578086997978034 0.00848616288668729 0.00874919 0.00902123 0.0102724
5.75 4.2 0.0101703088406794 0.0148323610935256 0.0152028 0.0155831 0.0179308
6 2.9 0.0158411050123294 0.0227328930729723 0.0231507 0.0235688 0.0271384
6.25 1.9 0.0224896523227793 0.032557851457683 0.0329607 0.0333391 0.0382461
6.5 1.1 0.030564927022184 0.0468362483891589 0.0472167 0.0475313 0.0548053
6.75 0.6 0.0403956594856223 0.068258988259938 0.0686635 0.0689429 0.0813927
7 0.2 0.0523358622036319 0.0989175612863177 0.0994879 0.0998112 0.122637
7.25 0 0.0643526562085897 0.134980469164505 0.135743 0.136212 0.17526
7.5 0 0.0733576647652173 0.167293155187524 0.168335 0.169008 0.226931
7.75 0 0.0792521875289001 0.192552024919513 0.193861 0.194733 0.270672
3 9.5 4.72459505082558e-06 5.22686e-06 6.14694e-06 6.50242000000001e-06 7.61744e-06
3.25 9.5 9.75566525170642e-06 1.11418e-05 1.28195e-05 1.3703e-05 1.53515e-05
3.5 9.5 2.00312760026696e-05 2.36064e-05 2.65972e-05 2.87222e-05 3.08918e-05
3.75 9.5 4.11393786944294e-05 4.97841854743223e-05 5.52217e-05 6.02193000000001e-05 6.24549e-05
4 9.5 8.37084052764773e-05 0.000104279618664227 0.000113664 0.000124495 0.000126257
4.25 9.5 0.000168014865602366 0.00021515182397805 0.000231022 0.000248703 0.000258513
4.5 9.5 0.000329453897310627 0.000433304239737786 0.000459507 0.000487868 0.00051784
4.75 9.5 0.000650667619595668 0.000878678592678031 0.00092257 0.000968966 0.00104712
5 9.3 0.00127561711904318 0.00176984799060227 0.00184406 0.00192115 0.00210994
5.25 7.5 0.00283824369598076 0.00407753598431867 0.00422801 0.00438092 0.00490115
5.5 5.9 0.00570018275982453 0.00834422594873512 0.00860203 0.00886832 0.010089
5.75 4.6 0.0102034839165518 0.0148436739448056 0.0152134 0.0155925 0.0179236
6 3.6 0.0163614560619068 0.0234425123868308 0.0238728 0.0243029 0.0279613
6.25 2.8 0.0236592919646185 0.0342286773113518 0.0346526 0.0350497 0.0401898
6.5 2.3 0.0322875987556913 0.0494691942312759 0.0498724 0.0502051 0.057877
6.75 2.1 0.042430913709462 0.0717018804391569 0.0721284 0.0724228 0.0854981
7 2 0.0539874325855837 0.102104298257711 0.102651 0.102986 0.126542
7.25 2 0.0648217499305647 0.135971402068173 0.136741 0.137215 0.176555
7.5 2 0.0730057526691212 0.166478688482488 0.167518 0.168187 0.225834
7.75 2 0.0786666778105104 0.191131091493595 0.192432 0.193298 0.268681
3 10.5 4.22750636691918e-06 4.66608e-06 5.48097e-06 5.79398e-06 6.79464000000001e-06
3.25 10.5 8.73599011385465e-06 9.95079000000001e-06 1.14372e-05 1.22154e-05 1.37012e-05
3.5 10.5 1.79494410080676e-05 2.10868e-05 2.37374e-05 2.5609e-05 2.75785e-05
3.75 10.5 3.67833642631349e-05 4.43328289045454e-05 4.91557e-05 5.35417e-05 5.56071e-05
4 10.5 7.47613156269122e-05 9.26743446904369e-05 0.000101003 0.00011054 0.000112148
4.25 10.5 0.000151281618702774 0.00019266282730676 0.000206803 0.000222473 0.000231222
4.5 10.5 0.00029992979236247 0.000391919462392043 0.000415483 0.000440849 0.000467623
4.75 10.5 0.000595263837104604 0.000797735176613276 0.000837312 0.000878901 0.000948631
5 10.3 0.00116932391807166 0.00160798906964679 0.00167486 0.00174383 0.00191165
5.25 8.8 0.00253452606455815 0.00360142455530632 0.00373024 0.00386252 0.00430798
5.5 7.5 0.00507688324139104 0.00733667968324248 0.00756029 0.00778904 0.00882457
5.75 6.5 0.00941960097528268 0.0135495657260522 0.0138835 0.0142225 0.0162762
6 5.8 0.0158437464221089 0.022523676907771 0.0229355 0.0233427 0.0267597
6.25 5.4 0.023409920494919 0.0337641017660684 0.0341833 0.0345729 0.039558
6.5 5.1 0.0322536294487671 0.0493875318622255 0.0497939 0.050127 0.0577397
6.75 5 0.0423480234610792 0.0715813045027132 0.0720128 0.0723101 0.085357
7 5 0.0529596290411394 0.100182628641543 0.100726 0.101059 0.124193
7.25 5 0.0625671774332202 0.131280933232622 0.13203 0.13249 0.170506
7.5 5 0.0703552418686751 0.160466887333996 0.161474 0.162122 0.217717
7.75 5 0.0761914911163884 0.185121357389819 0.186386 0.187224 0.260262
3 13.6 3.06983487631309e-06 3.3662e-06 3.94149e-06 4.15854e-06 4.89179e-06
3.25 13.6 6.33977078043154e-06 7.16702999999999e-06 8.21493e-06 8.75378e-06 9.85239e-06
3.5 13.6 1.30213941216731e-05 1.51644e-05 1.70295e-05 1.83224e-05 1.98063e-05
3.75 13.6 2.66777131294643e-05 3.17921909477012e-05 3.5215e-05 3.82341e-05 3.98729e-05
4 13.6 5.43053484907498e-05 6.64665310889614e-05 7.23590000000001e-05 7.90221e-05 8.02616e-05
4.25 13.6 0.000112262767762071 0.000140827950302558 0.000151044 0.000162188 0.000168516
4.5 13.6 0.000228025225513899 0.00029271261936264 0.000310076 0.000328451 0.000347708
4.75 13.6 0.000456311466939104 0.00059893899144017 0.000628161 0.000658344 0.000708247
5 13.5 0.000901357421662089 0.00121015116862811 0.00125941 0.00130935 0.0014282
5.25 12.3 0.00190950958242613 0.00263367404149868 0.00272506 0.00281694 0.00311746
5.5 11.4 0.00379220316416434 0.005305862502237 0.00546699 0.00562338 0.00630636
5.75 10.8 0.00695196514083618 0.00974203866145573 0.00996894 0.0102003 0.0115478
6 10.4 0.0119394561946867 0.0166922399154499 0.016994 0.0172847 0.0196391
6.25 10.2 0.018752797670741 0.0268433575758546 0.0271796 0.0274839 0.0312768
6.5 10.1 0.0271870203295576 0.0415707075164681 0.0419232 0.0422059 0.0485113
6.75 10 0.0364484039476164 0.0616366598569382 0.0620541 0.0623187 0.0735487
7 10 0.0458194016840244 0.0867874510453308 0.0872781 0.0875773 0.107683
7.25 10 0.0550911848191149 0.1156763296202 0.116355 0.11677 0.150363
7.5 10 0.063133498219708 0.144044484503404 0.144967 0.145554 0.195554
7.75 10 0.0695866543791877 0.169086088512943 0.170258 0.171027 0.237817
3 22.1 1.55603363773529e-06 1.68667e-06 1.95412e-06 2.05262e-06 2.43516e-06
3.25 22.1 3.21445193764269e-06 3.57131e-06 4.06725e-06 4.31143e-06 4.89712e-06
3.5 22.1 6.6048988360705e-06 7.54151000000001e-06 8.42299999999999e-06 9.0075e-06 9.83156000000001e-06
3.75 22.1 1.36400867194333e-05 1.58471880134739e-05 1.75211e-05 1.88892e-05 1.99019e-05
4 22.1 2.80991231012153e-05 3.34243774449932e-05 3.63315e-05 3.94511e-05 4.03159e-05
4.25 22.1 5.84049365042957e-05 7.09298640667879e-05 7.59724e-05 8.12509e-05 8.44625e-05
4.5 22.1 0.000120009522136434 0.000148423242365257 0.000157048 0.000165776 0.000175067
4.75 22.1 0.000244706327872225 0.000307837821330751 0.00032246 0.000336886 0.000360293
5 22 0.00049153405356368 0.000628925670479955 0.000653661 0.00067755 0.00073223
5.25 21.3 0.00101132624817475 0.00131914992037275 0.00136278 0.00140436 0.00153288
5.5 20.8 0.00199500833296597 0.00264167160803746 0.00271558 0.00278501 0.00306928
5.75 20.4 0.00376725423840268 0.00503753296450568 0.00515337 0.00526091 0.00584826
6 20.2 0.00674496646435148 0.0091565242361974 0.00931934 0.00946603 0.0105937
6.25 20.1 0.0111440788924318 0.0157493024333734 0.0159515 0.0161233 0.0181765
6.5 20 0.0170681065337843 0.0260534909025207 0.026292 0.0264731 0.0303181
6.75 20 0.0237617 0.040321815354915 0.0406072 0.0407954 0.0481547
7 20 0.0312752 0.0594465847231525 0.059824 0.0600507 0.0739611
7.25 20 0.0395534 0.0832594460254658 0.0837945 0.0841144 0.108511
7.5 20 0.0475831 0.108731398722728 0.109474 0.109932 0.14791
7.75 20 0.0548011 0.133286267936544 0.134255 0.134871 0.187728
3 31.4 9.32288354620504e-07 1.00173e-06 1.14789e-06 1.2011e-06 1.43746e-06
3.25 31.4 1.93815337593112e-06 2.12173e-06 2.40165e-06 2.53482e-06 2.90579e-06
3.5 31.4 4.00670252648021e-06 4.50121e-06 5.00198e-06 5.32222e-06 5.86499e-06
3.75 31.4 8.27446303097972e-06 9.48419247311039e-06 1.03964e-05 1.11455e-05 1.18573e-05
4 31.4 1.70970634764029e-05 1.98864621270207e-05 2.15955e-05 2.33014e-05 2.4049e-05
4.25 31.4 3.56156846594601e-05 4.22129660313743e-05 4.51815e-05 4.81524e-05 5.01969e-05
4.5 31.4 7.36457583636238e-05 8.89836553102659e-05 9.3787e-05 9.87034999999999e-05 0.000104269
4.75 31.4 0.000153091309458032 0.000187027700746813 0.000195797 0.000204026 0.000217747
5 31.3 0.000313570625429746 0.00038853368776572 0.000403565 0.000417235 0.000449037
5.25 30.9 0.000646968700836985 0.000814543467752924 0.000840873 0.000864577999999999 0.00093712
5.5 30.5 0.00128912561927767 0.0016489636779407 0.00169377 0.00173348 0.00189311
5.75 30.3 0.00243947200918501 0.00317178987261369 0.00324303 0.00330498 0.0036382
6 30.1 0.00439137 0.00585924088110557 0.00596292 0.00605025 0.00671501
6.25 30.1 0.00737520999999999 0.0103590360550438 0.0104964 0.0106049 0.0118956
6.5 30 0.0115165 0.0176023148149023 0.0177764 0.0179007 0.0204702
6.75 30 0.0164859 0.0280977425641736 0.0283205 0.0284619 0.0336297
7 30 0.0224168 0.0428040267789071 0.0431102 0.0432893 0.0534279
7.25 30 0.0291306 0.0615365304539398 0.061974 0.0622277 0.0804502
7.5 30 0.0361417 0.0827746845038013 0.0833855 0.0837483 0.112882
7.75 30 0.0432116 0.105227967352447 0.106041 0.106536 0.148483
3 41.1 6.6558474299142e-07 7.09018e-07 8.05275e-07 8.50119e-07 1.00772e-06
3.25 41.1 1.37685405886637e-06 1.4891e-06 1.67631e-06 1.76298e-06 2.03842e-06
3.5 41.1 2.83135948296796e-06 3.14027e-06 3.47339e-06 3.68172e-06 4.09244e-06
3.75 41.1 5.89392784914082e-06 6.68866e-06 7.27814999999999e-06 7.76901999999999e-06 8.33720999999999e-06
4 41.1 1.23064285287538e-05 1.40751020607089e-05 1.5276e-05 1.64063e-05 1.70767e-05
